text,booster_count
Curiously it appears to emanate from us.,0
Where?,0
We are reading an enormous amount of neutron radiation.,0
"Spock, I'm really tired...",0
I am uncertain.,0
What is it?,1
I'm going to sleep it off. Let me know if there's some other way we can screw up tonight.,0
I don't believe our own conduct will distinguish us in the annals of diplomacy...,0
Far be it for me to dispute my first officer. Starfleet has always -,1
I believe the Captain feels that Starfleet's mission has always been one of peace -,1
The Chancellor is undoubtedly awaiting our signal.,2
Never been this close.,1
"Congratulations, Lieutenant. That must make you very proud...",2
"Lieutenant, I am pleased to see you.  The Lieutenant is the first Vulcan to be graduated at the top of her class as the Academy.",1
LET THEM DIE.,0
They're dying.,0
DON'T TRUST THEM. DON'T BELIEVE THEM -,0
"Jim, there is an historic opportunity here -",1
"I know your father's the Vulcan Ambassador for heaven's sake, but you know how I feel about this: they're animals.",0
I was asked by my father to open neg-,0
How could you vouch for me? That's...  ... arrogant presumption -,0
There's an old Vulcan proverb: only Nixon could go to China.,1
WE volunteered?,0
You have personally -,0
"I have personally vouched for you in this matter, Captain.",0
"We have volunteered to rendezvous with the Klingon ship that's bringing Chancellor Gorkon here, and escort him safely through Federation space.",0
Me?,0
Not from a distance. She won't show up on ANY type of scan.,0
Uhura?,0
Who else?,0
"I'm going aboard. Spock, you have the conn.",0
WE SURRENDER.,0
"This is the Starship Enterprise, Captain James Kirk commanding.",1
"Control, this is Enterprise requesting permission to depart.",1
"Perhaps neither of us was hearing very well that night, Lieutenant. There were things I tried to tell you too - about having faith.",1
But it was when you tried to persuade me the Captain was guilty that I should have understood.,0
I believe you. Please...,0
If you are logical.,0
An error.,0
I'm having the garbage searched. If my surmise is correct these boots will cling to the killers' necks like Tiberian bats. They couldn't make their escape without them; nor can they simply throw them out a window for all to see; no - they're here. Somewhere.,1
Even logic must give way to physics. Gravity hadn't been restored by the time they escaped. Without their boots they would not have stayed on the Klingon transporter pads.,1
Any progress?,0
An omission. After that -,0
Very well. For twenty-four hours we'll agree that this conversation did not take place.,1
"Curious. You haven't been assisting Commander Uhura with her radio transmissions, have you, Lt?",0
"Any reply from Starfleet to our dispatch, Lieutenant.",0
Her own father...?,0
"In the meantime we must endeavor to piece together what happened here tonight. According to our data banks, this ship fired those torpedoes.",1
"What do you suggest, Lieutenant? Opening fire won't retrieve the Captain; and an armed engagement was precisely what he wished to avoid.",0
That the universe will unfold as it should.,0
You must have faith.,1
"I am not certain such speculations are included among your duties, Lieutenant.",0
"You have done well, Saavik. As your sponsor at the Academy I have followed your career with... satisfaction. And as a Vulcan.",0
"Aye, aye, sir.",0
"They're outside the beaming shield. Mr. Scott, start your engines.",0
"Thank you, Mr. Scott. We were to return to spacedock, the killers would surely manage to dispose of their incriminating footwear.",1
"- could take weeks, sir.",0
I believe I am.,0
"They you're talking about a dreadful new engine of destruction, Mr. Spock.",0
This one can.,0
A Bird of Prey canna fire when she's cloaked!,0
Would they?,0
If another ship had been beneath us the Klingons would've seen her!,0
Too far off. Very near us. Perhaps... underneath us...,1
Not from us!,0
There was an enormous neutron energy surge.,0
They dinna fire on themselves. And there were no other ships present.,0
I know precisely where he'll be.,0
Twenty-four hours from now we won't have a clue where the Captain is.,1
"That's hardly conclusive, Mr. Scott, as Klingons have no tear ducts.",0
"They don't place the same value on life that we do, Spock - you know that... take my word: she didn't shed one bloody tear...",0
Then someone forged a data bank entry.,0
And if they're still in place?,0
Nevertheless.,0
That could take hours!,0
"We'll have to check every one of them, Mr. Scott.",0
"You can check the torpedoes visually, if you like -",0
I think  not.,0
"A computer canna lie, sir.",0
Yet the data banks insist we fired: twice. One computer is lying.,1
"It's as I said, Mr. Spock: Inventory still registers every torpedo.",0
"Mr. Scott, you forget yourself. Please accompany me.",0
NO WAY!,0
"I've already addressed that question, Mr. Scott. We'll e able to follow the Captain's movements.",0
"At least we must keep track of where they are taken, sir. I -",1
But you didn't join a conspiracy.,0
"Under impulse power she expends fuel like any other ship. We call it ""Plasma"" - I do not know the Klingon name for it, but by any name it is merely ionized gas.",1
I don't think Starfleet could have envisioned our current predicament.,0
"At present, he's surrounded by a magnetic shield. If my calculations are correct, he should be deep into his escape planning by this time.",0
"Mr. Scott, any progress on repairing our warp drive?",0
"I want this ship searched from bow to stern. Lieutenant Saavik, you are in charge. Start with the transporter room and work your way outwards...",0
And they'd be right. We have no evidence - just a theory that happens to fit the facts...,0
It means that if we cannot have fired those torpedoes then someone else did.,0
An ancestor of mine maintained that if you eliminate the impossible whatever remains - however improbable - must be the truth.,1
He's placing himself in a most awkward position...,0
"I assume command of this ship as of  0130 hours. Uhura, send to Starfleet HQ. Explain precisely what has taken place, and request instructions.",0
"They're naturally wary, ma'am. We've been at war a long time.",0
Indefinitely.,0
No. I must deactivate you.,1
Do you have any knowledge of the tactical abi1ities of this ship?,0
Do you know anything about Shinzon's plans against the Federation?,0
I know.,0
You have been programmed to gather information that can be used against this ship.,0
Because you are dangerous.,0
"No, I have only activated your cognitive and communication subroutines.",1
Is that your final answer?,1
Do you know the name of the Captain of this vessel?,0
Can you remember our father?,0
Do you know where you are?,0
No. My name is Data... I am your brother.,1
Do you know who I am?,0
"Yes, please continue.",0
Can you tell me how you came to be on the planet where we found you?,0
Soon then.  Ill save the last dance for you.,0
"Not tonight, I have work here.",0
They're running me ragged. Nothing but question day and night... I love it! Come to dinner and 1'1 tell you all about it. There's a Bajoran band at the officer's mess.,0
Reminds me of a young doctor I used to know...,0
"You can' t imagine them, Jean Luc. They're kids! All with advance degrees in xenobiology and out to conquer every disease in the quadrant.",0
How far we've come. Let me know if you need anything.,0
That was another time.,0
"To seek out new life and new civilizations. Zephyr. Cochrans own words. When Charles Darwin set out on the H.M.S. Beagle, on his journey into the unknown... he sailed without a single musket.",0
I'm counting on it... We've been ordered to head to sector 3274. Starfleet is diverting the fleet to meet us there.,1
But we do have one advantage.  He needs your blood to live. He might come after you first.,0
I can't be sure but the rate of decay seems to be accelerating.,0
How long does he have?,0
Dying?,0
"As a result the temporal sequencing was never activated. Remember, he was supposed to replace you at nearly your current age. He was engineered to skip thirty years of life. But since the RNA sequencing was never activated, his cellular structure has started to break down. He's dying.",2
But the Romulans abandoned the plan.,0
"The more I studied his DNA the more confusing it got. Finally I could only come to one conclusion... Shinzon was created with temporal RNA sequencing. He was designed so that at a certain point his aging process could be accelerated to reach your age more quickly, so he could replace you.",1
